,Artist Name,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
158,Nick Jonas,0.595125,0.671875,-4.919125,0.1206125,0.104955,0.0,0.161225,0.45725,116.913375
159,Noah Kahan,0.592,0.437,-7.534,0.1894,0.4523333333333333,8.599999999999999e-07,0.214,0.40399999999999997,133.102
160,Olivia Holt,0.7028571428571428,0.7714285714285715,-5.244857142857143,0.04851428571428572,0.08251714285714286,0.00011435714285714285,0.1441285714285714,0.49114285714285716,117.70985714285715
161,Olivia Rodrigo,0.5392666666666667,0.5288,-6.6802,0.07508666666666668,0.48630466666666666,2.3426666666666666e-06,0.18852666666666668,0.41539333333333334,135.80633333333333
162,Olly Alexander (Years & Years),0.647,0.7431111111111111,-5.458888888888889,0.05098888888888889,0.1887,7.677777777777778e-07,0.16896666666666665,0.4758888888888888,111.8831111111111
163,Omar Apollo,0.571,0.443,-6.76,0.0451,0.3,6.95e-06,0.101,0.621,143.923
164,One Direction,0.6465,0.6831,-5.5634,0.04402,0.194883,0.0,0.09807,0.4516,117.48519999999999
165,PRETTYMUCH,0.6824,0.6129,-5.9125,0.08448,0.20175,1.66e-07,0.17096,0.5291,115.7557
166,Paul McCartney,0.377,0.629,-7.243,0.0341,0.032,0.0,0.0777,0.14,140.044
167,Peachy!,0.719,0.36,-12.034,0.398,0.748,2.18e-06,0.0812,0.409,80.184
168,Phillipa Soo,0.386,0.155,-13.556,0.0382,0.906,0.000132,0.111,0.195,75.849
169,Phoebe Bridgers,0.43222222222222223,0.3992222222222222,-11.293111111111111,0.04933333333333333,0.7105222222222223,0.05383888888888889,0.11436666666666667,0.3423333333333333,132.13933333333333
170,Powfu,0.726,0.431,-8.765,0.135,0.731,0.0,0.696,0.348,144.026
171,Prince Fox,0.566,0.735,-4.759,0.0448,0.0443,0.0,0.507,0.218,90.025
172,R3HAB,0.732,0.555,-6.535,0.0781,0.0169,0.0,0.153,0.614,100.066
173,R5,0.6581111111111111,0.8114444444444444,-5.195777777777778,0.06876666666666667,0.013469555555555556,1.211111111111111e-07,0.179,0.5941111111111111,106.03022222222222
174,RL Grime,0.428,0.849,-4.417,0.0775,0.504,6.1e-06,0.203,0.108,82.759
175,Rascal Flatts,0.565,0.713,-5.846,0.0411,0.28,0.0,0.32,0.292,123.992
176,Raven-Symoné,0.6457777777777778,0.8106666666666666,-4.601888888888889,0.1102111111111111,0.13902444444444445,1.5564444444444445e-05,0.14864444444444447,0.7167555555555556,115.71099999999998
177,Regard,0.6890000000000001,0.7415,-5.371,0.03595,0.03565,0.0,0.21134999999999998,0.5915,114.542
178,Rema,0.801,0.806,-5.206,0.0381,0.382,0.000669,0.114,0.802,106.999
179,Ricky Montgomery,0.5825,0.6395,-6.334300000000001,0.031830000000000004,0.16904,3.436e-05,0.19052,0.508,138.2258
180,Rita Ora,0.666,0.7362,-5.1234,0.10948,0.15224,0.0,0.15586,0.5624,110.804
181,Robin Schulz,0.464,0.76,-6.187,0.0508,0.102,0.0,0.146,0.488,95.953
182,Ross Lynch,0.6195555555555556,0.838,-5.357222222222223,0.10674444444444445,0.14243333333333333,0.0010766,0.1411111111111111,0.6474444444444445,124.66611111111109
183,Ruel,0.6251249999999999,0.557375,-6.3015,0.059725,0.18307625,6.945749999999999e-05,0.1699125,0.367375,108.24975
184,SHAED,0.619,0.459,-5.782,0.0334,0.56,0.0,0.137,0.498,126.803
185,Sabrina Carpenter,0.650875,0.6485,-6.122375,0.1134375,0.20631,9.0325e-06,0.20427499999999998,0.567625,119.461125
186,Sarah Jeffery,0.5696666666666667,0.663,-6.3465,0.16965,0.27846666666666664,2.7833333333333335e-07,0.18013333333333334,0.47733333333333333,110.01316666666666
187,Sasha Alex Sloan,0.6441428571428572,0.2895714285714286,-10.734714285714286,0.034885714285714284,0.745,0.0006516114285714284,0.13837142857142856,0.33199999999999996,93.05185714285713
188,Saylor Bell,0.686,0.831,-4.908,0.14,0.223,0.0,0.452,0.823,110.961
189,Sean Kingston,0.72,0.607,-4.168,0.0322,0.0543,0.0,0.113,0.828,121.223
190,Selena Gomez,0.659625,0.599,-5.8618749999999995,0.0488125,0.13859125,8.01625e-06,0.1415,0.4397875,115.246125
191,Shawn Mendes,0.6554166666666666,0.7100833333333334,-5.289666666666666,0.08231666666666666,0.13416666666666668,1.9083333333333334e-06,0.14868333333333333,0.6568333333333333,126.274
192,Siiickbrain,0.583,0.759,-7.17,0.0524,0.196,0.0,0.209,0.487,119.077
193,Skylar Simone,0.5937,0.6088,-7.1129999999999995,0.058640000000000005,0.23765999999999998,0.00043215500000000004,0.12524,0.4384,112.3835
194,Sofia Carson,0.65125,0.7230000000000001,-5.8385,0.047175,0.06897,0.102503025,0.12095,0.7725,134.7145
195,Sofia Wylie,0.7514000000000001,0.5791999999999999,-6.597200000000001,0.056679999999999994,0.35262000000000004,0.0,0.08724,0.5022,112.61399999999999
196,Stephen Sanchez,0.64,0.343,-12.165,0.052,0.278,0.0,0.122,0.329,115.042
197,Steve Aoki,0.647,0.932,-3.515,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991
198,Stevie Matthew,0.65,0.507,-6.428,0.0448,0.556,0.0,0.171,0.426,129.949
199,Stray Kids,0.818,0.707,-5.178,0.108,0.166,0.0,0.161,0.589,133.059
200,THE DRIVER ERA,0.6798636363636363,0.7955454545454544,-5.4270000000000005,0.1120409090909091,0.15452,0.004876763636363636,0.34445454545454546,0.669409090909091,125.28186363636364
201,TOMORROW X TOGETHER,0.776,0.92,-3.246,0.0548,0.0103,0.0,0.325,0.842,119.989
202,Taylor Swift,0.5674,0.5215,-8.9289,0.08653000000000001,0.35233,0.00026769,0.12884,0.3417,131.4022
203,The 1975,0.5897,0.7609,-6.3586,0.04351,0.19677530000000001,0.08195569,0.19124000000000002,0.48936,114.4227
204,The Chainsmokers,0.5547500000000001,0.72375,-4.749750000000001,0.08197499999999999,0.1638,0.046595,0.15125,0.479,118.5975
205,The Cheetah Girls,0.6772,0.774,-5.2485,0.09886999999999999,0.200263,0.012281023,0.17049,0.6522,116.23310000000001
206,The Girl and The Dreamcatcher,0.572,0.6382,-5.9569,0.09125,0.23030499999999998,0.0005606599999999999,0.19937999999999997,0.44753999999999994,116.4025
207,The Honeysticks,0.522,0.458,-7.785,0.0275,0.17,0.00244,0.072,0.359,125.973
208,The Kid LAROI,0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928
209,The Neighbourhood,0.5431,0.6368,-6.7908,0.038169999999999996,0.083761,0.081172789,0.19075999999999999,0.3722,110.7577
210,The Vamps,0.6207777777777778,0.8393333333333334,-5.014666666666667,0.04597777777777778,0.035639000000000004,0.0,0.24485555555555555,0.7051111111111111,117.684
